title,rating,body
Samsung M series best,5.0,This mobile is one of most mobile phones Samsung Galaxy
Recommended,5.0,Gud phone with great battery life and decent camera.(would've been more glad if Samsung provided a case along with it)
Poor camera quality,2.0,Feeling cheated by samsung. 48 mpixel Camera results is like vga camera. Total disappointed😞by samsung.Better to buy redmi.
Bad touch and display lag in the phone M12,2.0,After few days there is performance issues observeddisplay lag exist with phone after 4weeks of the phone purchase
good for use. Must buy,5.0,It's really fine and good for use. Performance is awesome. I don't find any bugs issue. Buy samsung better than any other brand. Samsung only. Only one is you should buy is Samsung.
Money waste,1.0,Display quality  not good. Some times  hanging. I think waste of money. Please find better another brand
DONT BUY IT,1.0,"The media could not be loaded.
                




   IT HAS NOT BEEN COMPLETED TWO MONTHS SINCE I BOUGHT SAMSUNG GALAXY M12 FROM AMAZON. IT STATED HUNG AND REBOOT EVERY 5 MIN FOR 4 DAYS. WORST PRODUCT SINCE I USED MOBILE PHONES."
Battery Life And Processor,4.0,I Like This Mobile A Lot But And Bcz It Is In Under 15000 Also Good Mobile But Bcz It Has Week Processor So That's Why I give it 4🌟🌟🌟🌟 Rate And Battery life 🔋 is Amazing It Has 6000 MAH Battery And It Has LCD Screen
King of the Worst of camera,1.0,After a gap of 15 years was eager to have a samsung mobile and went with samsung m12...camera quality is like a third class quality....felt as if pics where of during the start of camera phone Era...
V bad,1.0,"The media could not be loaded.
                




   मेरे प्यारे भाई तो ये मोबाइल मत खरीदना।"
Excellent,5.0,There are few reasons for liking Samsung galaxy M121. Battery performance2.Rear camera3.It's touch speed4.Finger printAll 4 features are excellent according to this handset price.
Value for money,4.0,"The phone is amazing. I get it for 8549, for me its value for money. All is good except front camera, which is average. You are getting nice battery, display, large screen, fast charger, and great rear camera."
सॅमसंग not provide any warranty.amezon cheat customer,1.0,"Screen automatically dammeg , samsang not provide any warranty.amezon cheating customer"
BUDGET PHONE WITH GOOD BATTERY LIFE,3.0,"Good battery life, slightly lagging even with 6GB RAM.Camera quality is ok, unnecessary inbuit app. With current price range it's a good product to buy..!"
Best at this price range.,5.0,The mobile phone is quite good in this price range. Except the front camera all other features are excellent. The device is bit heavy due to 6000mah battery which lasts longer.Overall it is best smartphone at this price.
Camera and battery are best in this phone..,3.0,"I would have to say the best battery life and the camera🔥.. Rather than, the time i started the phone it started lagging.. Best for aged people.. In hand feel Op🔥.. Doesn't make feel heavy at all.. Overall great phone"
Samsung M12 is really a Valuable product,4.0,"Till 2nd week from Purchase it was running good, now The handset is having problem of Less voice being listened at other end. The mobile was purchased for Children's education purpose. This is Kanu Takodara - 9979 031282."
Average good performance,4.0,Fingerprint reader and battery life is goodBut front camera quality not too goodAnd if see average performance then it's 👍👍👍
Nice Product,4.0,its a good price and does the work for the price i paid for
This is the perfect buy!,5.0,"I love this product the camera is perfect, the sound system is awesome, it is very sleek, accessible,  easy to use and handy.  It's very quick and it looks great as well. Very impressed. I recommend buying this product."
"Nice performance, nice camera, nice battery, super smooth display",5.0,"Very nice phone, true value for money, nice camera, nice battery, super smooth display, super fast delivery by Amazon.... bought the phone for my mom & truly loved it...."
Excellent Phone at awesome price,5.0,The phone is primarily very good at this price. With 6GB+128GB is the best combination at this price. Rest experience shall be shared after few days of performance trial.
Not a good phone at this price range. Quite heavy.,1.0,Nothing good or special to mention. Average quality like any other phone
Cheep product by Samsung,1.0,Fingerprint not working properly.Poor battery backup and worst charging speed.Cheep quality body and build.
M12 not functioning and not charging at all. Either charger is defective or battery dead not working,1.0,It is not charging  st all with the charger in box. Bad experience. Would like to return the phone to Samsung. Warranty period has just started and is valid for one year.
Camera Quality is too low - Night light is poor,3.0,Camera Quality is too low - Night light is poor
Gud in this budget,3.0,"I m a normal user just for social media, daily routine work n phone calls.Until I have no issue after one month uses, im not telling abt camera quality but battery life is gud if ur a normal user i suggest u buy."
Gives you most bang for your buck under a well recpgnized brand name,4.0,Performs good for the price. Battery back up is the highlight.
Performance not up to the mark,3.0,Fingerprint and battery good but camera quality very worst.
Phone is gio,5.0,"Phone is good and battery awesome. But only cons is that phone is too heavy than other phone like mi, oppo. It difficult to use phone while lying on bed. You finger will pain if you use phone for longer time"
Charging adapter not working,4.0,I got this product everything was good phone working nice but i got adapter which is not working data cable is working but original Samsung adapter is not working. they must take care to provide things after checking.
"Good camera, average battery n poor sound quality n uncomfortable to hold due to heavy weight",4.0,Fingerprint reader response very fast but battery life not as expected in 6000mah battery. It is par below my 5000mah Nokia battery. Also charging time high. Camera quality is good but not effective in night condition
Camera quality is poor,2.0,"Design of mobile is worst. Thickness is more., quality of camera is worst, features is not as expected."
Worst,1.0,Not goodVery slow
This the worst product i have ever bought,1.0,"The camera of the Mobile is 48 Mp but it is a third class productThe camera is blurr, When reported to Amazon , they are not willing to take it back.The reviews are orchestrated and I am cheated by Amazon."
Affordable & only for work mobile user not at all for gaming,4.0,"Ok mobile at this price , but processing power is a bit slow,Magnetic sensors are not their,Sometimes display gets dim"
GOOD PHONE but CAMERA'S COVERAGE IS NOT GOOD LIKE MI/ REDMI,4.0,CAMERA SECTION MUST UPGRADE BY SAMSUNG COMPANY
Best in this price.,4.0,Best fine for this budget front camera should be improved Little bit / best for one who choose brand value but for thous who look for options poco m3 and moto g30 good but weight wise the Samsung m12 is heavy weights.
chep quality product,1.0,call connectivity issue... so called 48 mp rear camera... 8mp is far better than this...it my big mistake ..redmi and realme is better than this mobile.
Only some problem,2.0,Performance of the phone is slow i hanged many times and auto power on at any time.. but therir build quality is good display is also good at this range . Its useful for mid users like gold person
Not Happy,3.0,"I couldnt find anything different or best in this mobile as maketing was done.Very dull screen, battery drains very fast. If you compare with Redmi , Redmi is smarter in all features then samsung."
Please I need to replace my hand set please consider it,1.0,Worst phone time taken yo charge for 5 to 6 hours I kept my phnonecharge at 11.30 am till 6.30 it is 67% only to keep return the product also till I was in the corantine so I open the the mobile 3 days back
Back camera is not hd,4.0,"Battery backup is complete good , camera only not hd , X zoom is only 10 , at least 30 X zoom is good .But in 10 k price sufficient.Any where service centers there ."
Please don't buy this product..,1.0,It's looking like I've recieved a used phone.. third class camera quality ☹️☹️ unhappy with this this M12I was thinking to buy realme but I purchased it because of brand value but totally dissatisfied with this product ..
Found unsatisfied.,1.0,"The media could not be loaded.
                




   Samsung galaxy M12  found damaged with screen.After shipping when I switched on the phone after few minutes phone display seems to goes blur and phone screen found damaged."
Samsung Galaxy M12 Phone,5.0,I like the phone very nice camera quality nice features many hour battery life awesome peromacnce
duplicate item has been delivered,1.0,this is second time i have received defected item..phone camera is not working. and even i dont have to return option.what should do.i should thing seriously to deal with amazon in future.
"Very bulky device, display is one of the worst",1.0,The drvice is very bulky and heavy. The display is so bad that white gradient appears at the bottom near chin on display and performance is so poor that it can barely go to 90hz
Good battery with dull screen and low voice,3.0,Voice is lowScreen quality is not up to mark it should be ipsWeight is more  and with cover and screen guard it feels very heavyFingure scanning is good but it does not work in closing or screen off
Worst quality not eligible for one star also,1.0,"Dirty quality,most worst mobile in the mobile world. worst screen dull display worst camera quality.heating issue while calling. SAR value is also more Don't waste your money. M02s is good choice than this."
very nice phone best camera profmance,5.0,very good phonebeautifull colournice colour
Value for money  product from brand Samsung,5.0,"Great Product from the brand Samsung on this price range,  quite good battery backup,  better camera quality,  side mounted finger print scanner  is working accurately with latest Android 11."
Don't buy this product. Choose other companies with same range,1.0,Camera quality is very low. It's not the quality of 48mp as mentioned.Camera sound is low. You can't play sound loudly compared to other companies.
Not up to mark wrt money,2.0,"Its better to take a mobile without camera instead of this mobile very poor quality camera , sound is also not good.  Waste of money ..."
Waste of money,1.0,Don't buy this phone. Camera quality is bad. It does not support 5ghz wifi. To heavy to handle.
A budget  workhorse.,4.0,This smartphone  does the job in the most non-fussy manner.
Waste of miney,1.0,"Poor battery, waste of money.  Camera quality very poor.  Not a good buy.  Notnuser friendly. You don't get an option to answer whatsup call you need to go to whatsup manually to answer the call."
Battery Life Is Awesome ❤️ Love This Phone For Sound On Headphone ..,5.0,If You are Looking For A Phone That Has Very Long Battery 🔋 Life and Very Fast. Then This Is The Phone For You. If you own an headphones then Listening to Music Experience Will be awesome... Truly Magical
iI's a value for money,5.0,"Overall phone is good,  but it's fingerprints scanner is slow and camera  is not upto mark.Though  it's a value for money and did not dissappointed to much"
Finger print sensor not working..,5.0,I purchased 3 months later finger print sensor not working
Best non chinese smartphone under 12000,5.0,Best alternative for chinese smartphonesCamera is goodGood battery lifeAmaizing UI and off course 4 years of guaranteed security updates for security
Quite heavy as compared to other phone,2.0,Quality is good but we can not carry this phone in pocket. I do not like this mobile due to wait otherwise I like samsung.
Worst phone used till date,1.0,Not for gaming even with 6 gb ramVery heavySide finger print is not goodNo resale value
Overall nice product.,5.0,"Nice product by Samsung, fast and user-friendly.UI is smooth."
Not worth..,1.0,Camera quality is too bad.. blurred lines appear on rhe screen and the videos
Perfect,5.0,It is a good phone at this price.The look is Handy and feels good when we use it. Perfect phone at this price..
Worst phone,1.0,Dont go for this phone. Charging time is too high.Poor quality cameraWi fi connectivity is not upto standardSound quality also goodOverall is u believe in sumsung u ll end up miserably with worst ever phone
Good product & value for money,5.0,Camera quality okBattery okFinger print okDisplay okBudget deal
"Slow charging speed, poor camera. Overall OK",4.0,Charging speed could be faster. Average camera picture quality.Light user can see it for long term.
Best budget phone,5.0,My most favorite phone in this price range. Battery doesn't need charging for 2 days of regular gaming and videos. 90 fps refresh rate make the display experience amazing. I strongly recommend this phone.
Good Phone in budget,5.0,Overall Phone is good and in budget. Using it for a week now. Battery almost lasts for 2 days. Little bit heavy compared to other phones. Camera quantity is good.
Hang problem :(,1.0,"Mobile hang hota hai, wight bhut jyada hai ur camera ke auto focus me problem hai. Loudspeaker onn karne par awaj cleer ni ati. Total mila kar age se ni lunga samsung"
Beeter display with 90hrtz and good battey and medium.gaming performance,5.0,The battery performance  is exterm it is value for money product its has mid range processor we play games easy without  lag with mesoum setting the main highlight of the mobile its display which is 90hrz so smootg
Budget phone,3.0,"48 mp ,selfie and wide angle is normel but other camera is not work.Battery quality is average.not 6000 but near 5000 or above 5000.But the figerprient senser and face lock were too improved by samsung."
Awsom Mobile,4.0,"This is good mobile on this price, I am happy"
"Defective product delivered , no help from Amazon to fix",1.0,Product is defective.. Amazon techinicians couldn't identify and product not replaced. Bad experience with this product
It's ok,4.0,It's good but weight is heavier then other mobile
I don't no Amazon  services bad or Samsung. -,1.0,1.Very bed camera both2.slow motion  not available3.gyro not support for game4.sec folder nothing5.box in 12 w charger not available6.slow charge7.i return policy but not any ans
Affordable phone,5.0,in such a price a very effective priced phone
It's a good phone,4.0,Overall its a good phone in these price range.Camera is goodDisplay is goodBattery is also good .You can go ahead for it.
Good budget phone,5.0,"Battery life is excellent, fingerprint works very well and cameras are also good.Overall Best in the budget segment if you are a Samsung lover."
Ok product for the money you paid,3.0,"Nothing so good in this phone apart from battery, display could have better it is 90 hz refresh but colors on screen are not that good, they are not vibrant."
Very  nice and useful phone,5.0,Nice phone  8 mp front camera  result  is so good  i thought  that will ok ok perform but its so good results  it's battry  is perfect
Nice budget phone except display performance... Not a gaming phone at all.,4.0,Nice package in this price range... However display quality lags which could have been overcome... using s-amoled display.... Rest the phone is a good package
worth of cost,3.0,product OK in this costlittle bit hanging on softwaredisplay quality is goodcamera not badbattery is goodouter look is not satisfied be cos its plastic  back panal
Camera is a little disappointing.,4.0,Nothing I disliked about the product according to price. The camera can be a little better and 48MP is not same as that of other phones which are more expensive and pretend to have same sensor.
Very Good Product,5.0,Very good product
Don't buy this mobile,1.0,Horrible camera qualityGathya quality cameraD Great quality of camera & displayIn weight also heavyBuy for your children who age not more than 6 years
Heating Issue While Charging,4.0,"It is Ok Ok type phone...but I will suggest you to buy other brands mobile phone...That are more reliable, trustworthy and fab phone in this price range or little bit above.."
"Good for the price, Review changed",1.0,"Itne paise me itna hi milta hai,. Slow phone seems like 4 gb I have bought 6 gb"
Not worth for the price,3.0,It's a very average mobile with more weight n low camera
Worst,1.0,Worst mobile1 The display quality is very worst2 The mobile feels too heavy3 performance is very low4 Camera quality is worstAll together very  very disappointing product from samsung
Best Battery and Performance,5.0,Really love this phone. I have been using this since a week and found the best battery life I have used so far. The performance is superb and the screen is very impressive. Really it is the best phone I have used.
Product was not very good.,3.0,"Phone weight is heavy. The photo quality of this phone is average. Battery life is very good. The fingerprint reader is average. Phone voice quilty is below average, unable to hear the outgoing call ringing sound."
One would never regret buying Samsung Galaxy M12,5.0,"No doubt, I liked it's fingerprint reader, it's battery life as well  as it's camera quality."
Average,3.0,"Its average, camera quality is bat not as 48 mp, sensor also not satisfactory. Battery life is good working also good."
IOS issues,1.0,"Dual what's app not working so please do not buy till they rectify this issues. If you used mi/realme phone previously then never buy this phone, it's lagging in many features like opening ms files. Pdf and so on."
"Good till this time for use not know in future,",5.0,Good till this time for use not know in future
Good phone for moderate use.,4.0,"Awesome battery, smooth screen, average+ performance, suitable for parents..Heavy, low light photos are standerd quality, face unlock pathetic, fingerprint sensor average."
Non satisfactory product,1.0,"Non satisfactory product, finger print sensor is too low, camera not upto the mark,  not good for gaming purpose, too heavy.I initiate for replacement, but Amazon is busy in its 3rd Oct sale"
"Worth for the price, Just Go ahead without any second thought",5.0,"Phone build very well with fingerprint sensor, battery is quite good & Huge, Camera quality is doing Ok. With 90 Hz refresh rate phone is smooth with Android 11. Close your eyes & Buy it. No Regrets !!!"
No satisfied,3.0,Samsung gives a Brick like heavy phone. Samsung is only a brand nothing else no network catching power in all samsung phones. Chinese phones like oppo vivo realme redmi are much more better than samsung
Gooood,5.0,"Best phone for Games and Camera , no lag and best phone battery"
Very happy with this phone.,4.0,Camara -7 out of 10.Screen -9 out of 10.Battery 10 out of 10.Touch -9 out of 10.
Quality And Budget Phone,5.0,Really lovely look and and good battery life and also a good camera quality. Good to buy at this price.
Poor product. Trying or get it replaced,1.0,The phone hangs. Battery takes 5 hours to charge. Have sent 2 reminders to Amazon for replacement. No response. Do not buy this product from Amazon.
Should be sturdy with basic service not  with peripheral beautification,4.0,All are good but it does not accept 5G router speed and that is pity .
Never buy this product,1.0,"Network and communication issues even after software updates, phone performance is pathetic, Battery discharging fast.  will lose your peace of mind, never buy this model !!"
M12,4.0,"Phone is gud with  compare to other realme or redmi  phones  with  same price range.  Camera, battery  life , all these are gud. Only demerit is it is little bit heavy (220 gm) due to its 6000mah battery  backup."
Mainly 4G network not taking,1.0,"I didn't see this type of mobile used different types of networks but not talking 4G and mobile processing very slow, Don't buy this mobile"
Excellent,5.0,"Bought this for my father, it has an amazing battery life, and am stunned to see the quality of the images which are too good. We have got good performance mobile at reasonable price"
A best buy,5.0,"It is a good phone, having 2 day battery life, good camera. Only concern is that it is  a little heavy compared to other Samsung phones. I have m31 and aswell."
Waste of money,1.0,The phone heats up in less than 15 minutes
Excellent phone,5.0,Features and quality very good as expected
It's a average below product.,1.0,"I bought this mobile online from Amazon, last month. The mobile cell is poor it's not 6000mah. Also hang mobile in new. This mobile is not satisfactory for me . Camera is not so good. It's average below product."
Long lasting battery,5.0,Very good product with long lasting battery. Value for money !
Waste of money,1.0,Handset hangs a lot and 48mp camera is really bad feels like I'm using some 5mp cam. Totally product is not worth for money. Disappointed with the quality of Samsung.. I suggest don't buy this handset.
Not impressed,3.0,Compared to other phone it is lagging in many ways
Best in market,5.0,"Best in market! I'm satisfied with phone battery, performance, design. But photo clarity is not as expected"
"Nonsence product heavy bad camera,no wifi 4g",1.0,"Nonsence product heavy bad camera,no wifi 4g"
Don't buy this very average phone.,1.0,This phone does not support 5Ghz wifi & neither Samsung nor Amazon has mentioned this. Front camera is average. Felt regretted on the 1st day of buying this phone.
Nice,5.0,Monster battery
Expensive compare to Flipkart,1.0,Phone is good but same Phone is at price 11220 however at Amazon it is @ 11499. Why?
Awesome!!,5.0,I have recently got the product. Its excellent. Value for money. Camera is okay. But everything else is pretty good. Go for it if you are looking for a budget phone. Can't get a better deal than this.
overall Phone 5/10.,3.0,"Review after useing 3months, Battery 10/10,camera  6/10, Processor-3/10,  voice  quality is not good. Phone getting Hang when calling call receiving and surfing, look wise it's OK, overall Phone 5/10."
Doesn't worth Money,2.0,It's performance doesn't worth money. Internet connection gets almost lost when we move out of the city (This was not the case with my previous phone).Front camera quality is one of the poorest.
Worth for money,5.0,"Basically what was expected from Android is fulfilled Let it be camera quality,touch features charging exhausts in 24 hours even though claimed as 6000mah battery rest is as per expectation."
Facing issue with camera as photo is coming all black.,1.0,"Facing issue with camera 📷Today only received product,The camera photos show as thermal images or as negative impressions of real image. For refrence please see images attached."
Charging time is too high and battery life is not satisfactory,3.0,Battery life is not satisfactory
Samsung build quality is good but camera performance is poor,4.0,Better than redmi if you want to use the phone  more than a year. Battery life and screen build qualityis good . Camera performance is not up to the mark.
Worst products from samsung,1.0,"I bought this item for my kids for online classes but it's sound quality an mice is vey bad, unable to get sounds.Worst products from samsung."
Do not buy even for free !!,1.0,"One of the worst mobiles in market. The response is poor, goes into emergency mode. The screen goes blank, starts reloading as if restarting on its own.You will repent buying this. PATHETIC PRODUCT !!😤😡"
Bhkwass phone..IT'S HEATHING  WHEN PUTTING IN aCHARGINa Charging..not satisfying with this phone,1.0,It's heating when putting in a charging ..and It's first day while using this phones its hanging too.. and less features..it's better to choose another brand ..fingerprint reader is not available...😔😬🤢🤢😡😡
Better don't go,2.0,"I  have a trust on Brand,  totally disappointed,  heavy weight,  poor camera quality not matched with given specifications, 8mp camera is more quality than this.  Samsung please don't avoid this type of mobiles"
Now unable to remark .,3.0,"Till now I am going on research work on this new mobile set; as such, I am now unableto remark."
Good product in this rate,4.0,"Mobile gets heated in upper side, Camera is Fine,Battery Good"
Review for Samsung M 12.,5.0,"Very good battery,  camera and display. ValueFor money."
Good value for money.,5.0,"Is a good phone, vis a vis the price tag."
Average mobile,3.0,"Camera ,battery,storage are good but the screen and graphics are poor and the processor is also poor. Not a good mobile for gamers. Overall performance is average"
Proximity Sensor Missing. Rest good value of money.,5.0,It’s been a 3 months now since am using it. And would say that the product is good value for money. It doesn’t has a proximity sensor tho.
Don't have slow motion video features and touch was not good its hanging,1.0,Phone is very bad and please dont go with this either go with redmi or relame in this price you will get better phone.No slow motion video features in it also dont have some basic features also.
Awesome,5.0,Love it. Quality product in this price range 👌.
Absolute disappointment,3.0,"The phone weighs close to 0.25 Kgs, feels like carrying a brick in hand. The camera quality is good but doesn't seems to be 48 MP. Wifi reception is unstable in less then 20m. Not a happy purchase !!"
Good piece in this price range.,3.0,Body is heavy. Apart from that nice one.
For only Samsung lover it's ok but can't be stratified with their pleacs,4.0,"The Samsung brand it's self great but if you're not Samsung lover it's not for youThe overall smart phone is good not specified with camera,UI with lots of pre install apps so if you ok that's fine"
Camera quality is very bad battery life is very god,1.0,This phone battery charge is ver good but camera quality is very poor like a vga camera.screen shot option is not available on screen.side key and volume key u press then screen shot taken. not like this phone
We are not able to listen to calls made from the mobile phone. Please help .,1.0,The phone is unable to make calls.
Nice choice,4.0,Good one. Camera can be better to justify 48MP.
Costly phone in this range,1.0,"In UPI transaction number dialing pad not open completely. Phone processor is very slow, phone hangs"
Very good betterry back-up,5.0,My uses is more than 2/3 outdoor sides on work that's why i bought this for 6000 mh battery I'm totally satisfied its give 3 day's battery backup on basic uses overall other camera and performance is also good
Hang Issue,1.0,Phone lag Or hang some times.. Also noise disturbance while calling
Great quality mobile at such price point,5.0,I purchased samsung after long time but it is worth purchase
Average,4.0,It's an average phone with excellent battery and poor camera
Problem sufficient smart phone,1.0,"Touch pad problem, camera low quality, music sound not good,nothing is good in this phone, one thing is good only in this phone the great name of brand that is ""Samsung """
Sound quality is really low..,2.0,For the user who required to list music or radio don't prefer this item. Poor sound quality. Riging volume also pretty low.
My experience note good,1.0,My first order Amazon Samsung m12 mera experience bahut bekar raha mera phone return be nahi keya ja rha muje es phone m battery problem and bezals par hitting problems a rahi hai
Worst phone ever,1.0,Third Class Brand and Third class product. Shame on you Samsung. Shut shop.
Feature rich,5.0,Feature rich phone in budget. A bit heavy but that's OK to me.
Awesome 👍,4.0,Got this product at below 9k and its awesome at this price point...Camera is true 48 mp and good one.Processor is also very good ..  very much compatible with the One UI.. no such issues with this
Go for it 🤗🤘👍👍👍👍,4.0,"It's a very nice product,with nice grip.Just love the cam quality ..don't go with random reviews..one can blindly go with Samsung products.south Korean products are better than so called Chinese brands."
Good phone at a very reasonable price.,5.0,Battery life is excellentCamera is just awesomeThe USB cable is good in lengthMobile performance is above averageEase of doing things on phoneGood buy.
Unexpected quality product from super brand Samsung,1.0,Phone gets hang everytime when making and receiving a call. No service from samsung care too.It's very pensive when your piggy bank money goes into water.
Review,4.0,"Earlier when we take mobile ,head phone comes with mobile but nowadays it doesn't. So it should be added."
Camera is very bad,1.0,ये मोबाइल कोई ना खरीदे वरना आपके पैसे पानी में जाएंगेक्यू की ये मोबाइल में इंटरनेट बोहोत स्लो चलता हैनेटवर्क भी बोहोत कम आता हैबोहोत घटिया मोबाइल हेकैमेरा भी बोहोत खराब है
Don't buy this phone ! waste of money 💰,1.0,only battery is good !camera doesn't have any features and quality is very poor! ( even no slow motion no time-lapse)display quality is very bad ! also cheap body material !
Not good as expected,1.0,"Phone good for normal use like calling WhatsApp video streaming. This phone is not compitable for gaming's, processor are slow and camera quality is not good, 10x zoom is only for name not adequate"
Over all satisfactory,4.0,Detailed user guide is required along with phone.
Good in this price.,4.0,Budget phone. Everything is avarage. It's too heavy. Cable length is small. Battery backup is very good.
So bad quality phone,1.0,Not recommended so bad looking even not in good paraformens
Worst service,1.0,This is a already using productSamsung m12 received 5 th April but it's defective piece  I will return option  Amazon technician checked and defective piece cade closed exchange a phone not in till now
Faulty mobil,1.0,One days After receiving the mobile  touch screen of mobile not work properly. Return windows is open but my mobile neither the received by Amazon/nor hand to hand replace and nor the refund create by amazon
fantastic,5.0,the product was as described and it is functioning well
Value of money.,4.0,Very good product & within the budget.
Not a original bill received in the box.,3.0,Not a original bill received inthe box
Not happy,1.0,"Camera quality is not as good as expected, the whole package comes with out screen guard and back cover when Realme and oppo provide them for a purchase below 9000 rs. Not happy"
Good phone,5.0,Good battery life and very easy to use
Very nice mobile,5.0,Like very much and better than realme phone
Love ❤ to ise m12,5.0,"Osm phone in budget i just love to use, i brought this phone for my mom this osm phone keep growing samsung"
Good,4.0,Good phone in budget. Working smoothly.
Good mobile in this range,5.0,"Good mobile delivery was perfect . Charged 150/- for delivery but was fast , should charge 100/- only ."
Superb phone,5.0,Low budget but super phone from samsung. worth to buy it. happy to got it for my wife. thanks to amazon
Do not buy this phone,1.0,Don't buy. Worst product from samsung.ProsGood batteryConsWorst cameraNot smoothPerformance not goodToo bulky and cheap plastic look
New edition with no change,3.0,"Camera is average, 2021 edition but nothing new attractive n enhancements"
Waste of money,5.0,It's not new phone fooled by giving used mobile not at all supporting battery and network.Wifi is not working and no proper network calls will be disconnecting many times it will get hang/struck
"Poor quality camera, overall poor performance, don't go if you are budgetting around 10K",1.0,"I have brought this device for my mom, I took this mobine for cleaning today..unfortunately I have foind this device for camera glass has been broken..not fair deal from Samsung, never expected from @Amazon"
Decent deal,4.0,This type of bad display quality is not expected from samsung.
good battery life and excellent camera,4.0,I purchased this for two reasons - Battery life and Camera. This mobile has met these two expectations.
Amazing phone loaded with features,5.0,"Have been using this for over a week now. UI is awesome powered by Android 11, battery backup, picture quality and sound is amazing. This is the best phone in this price range."
Best phone in this segment,4.0,An all-in-one budget phone from Samsung.The display is upright and battery life lasts longer compared to other android phones in this segment. Definitely worth the money.
Awsome mobiles,5.0,Perfect to use always awosme to have Samsung mobiles..
Average.,3.0,"The touch response is not so good. However, overall the phone is average."
Good product and all I love it❤❤❤,4.0,I like this your company is best all the features I love it speciali it's camer amazing product
Its application is simple and compatible for everyone,5.0,Battery lasts for 3to4 days at normal use and camera is too good
overall good phone in budget,5.0,camera descentbattery goodfinger print responce good
Low prise and smart product,5.0,"Very smooth and fast runing ... camera is good, calling voice Very clear, and no heating problem."
Amazing phone with superb features,5.0,"Very good budget phone under less than 10k with superb features like good camera and sound quality. Battery life is superb. C TYPE charger, nice side finger print reader. Top of all brand value of Samsung."
Updated phone with outdated features,2.0,"Updated phone with outdated features,Oppo & vivo are far better...,U will get app updates only if u open app...,Just tempted by seeing Samsung brand & battery capacity"
Good Battery backup,5.0,Good Mobile. Great Battery backup. Feels heavy. No issues so far.
Value for money,4.0,I got it for 8.6k... good for value and need improvement in display and processing power and mono speaker4gb 64gb varient... And type-c with 6000mah battery is good for this price
Not so good.... Only battery life is decent...rest all things are below average,2.0,Not so good.... Only battery life is decent...rest all things are below average
Worst quality phone it is,1.0,Worse camera quality
Cell phone body is in uneven shape,1.0,Plz see cell phone body is in uneven shape and amazon didn't give service for return this type of worst product
Price is reasonable but features lack like camera and battery life not good.,1.0,This product does not deserve the title of a 48-megapixel camera.It is similar to 16 megapixel.While battery too does not last more than 1 day after heavy use as per claim by samsung
Average smartphones.,4.0,"Mobile is good according to the price..... back camera is awesome, but front camera quality is not better. Battry backup accordingly 6000 mah is not working 😕.  Battry going fall withing 1 day."
"Love it always great phone good features, happy love to Amazon",5.0,"Camera qulaity its 2k and fingerprint readear also read in wet fingers,go for it must buy,i love the product ,soon i ll buy another one of samsung from Amazon as it is best in all shopping apps,"
Amazing mobile..superb pic clarity,5.0,The phone functionality is very good..4GB ram..the screen is very wide..the clarity of the selffies is very clear
worst phone..please don't buy it,1.0,it is hanging. I've used it for just one month. It hangs a lot even though there are no additional apps installed
"Good at this budget for samsung, but you can get something better in other brands at same price.",4.0,"Camera quality is amazing, Battery is good, processor is also good but it is little bit overheating sometimes and seems over weight.Overall performance is 4 out of 5 (good) according to price."
Very happy,5.0,I bought for my son's online classes
Bad display quality,1.0,Guys after 3 days of my purchase when I am sitting  on the floor the mobile was fall down from my hand. Around one and half - 2feet gap. Display brokenWorst case. Think about the quality  also
Should not order,1.0,The battery is waste. Camera quality horrible not 48 mp woeth. And apllications load so slow.. ssuggest not to buy this phone.
Brilliant product,5.0,Very good product.Nice functions
Good,5.0,Best
Ok Buy,4.0,Good buy. But it is heavy compared to similar mobiles in that category. Camera clarity is ok.Finger printer is good. Batter life is also good for decent usage.
Nice budget phone,5.0,"Great phone within this price range , a back cover should have been provided ."
I recommend this samsung m12 for this price category,5.0,The product samsung m12 is worth for this price.the camera performance is best than me expected.battery backup is outstanding and everything is good and worth for this price.
Good phone in middle class budget.,5.0,"Okie nice performance till now great battery and display faster action only disappoint is late chargeing,  budget range phone and made in india phone ,  best phone to purchase keeping chinese aside ....."
1 rating for this mobile,1.0,Worst quality of camera speakers and mix it sucks like hell dislay Is LCD so it goes more worst dont buy its not worthy didn’t expect this from Samsung 😡😡
Heating & poor quality camera,1.0,Poor quality camera.Heating.Old samsung phone was better than this. Done a mistake by choosing samsung this time.
Don't  buy  M 12,1.0,"Very slow ..poor touch feel and mob performance, camera very bad...no 48mp.No option... both sim ..netwk problem..don't buy..."
Good product,4.0,So far response from mobile phone is wel coming. Good features. Big screen. Bit heavier though.
Worth buying.,5.0,Excellent mobile instrument by Samsung with very advanced features. I am 100% satisfied.
Full of radiation,3.0,"Good, but mobile is hot continuesly browsing. Full of radiation"
Worst phone,1.0,Poor  front and back camera. Come on Samsung where are you in this new era mobile technology. Badly disappointed
Never buy Samsung phone Again in life,3.0,in this range samsung camera is such a loser ...my 2nd last also have same problem j2 2018 ...
High weight of mobile,4.0,"Weight of this mobile is too high, expected light weight, Carrying is will be a problem im this particular product, if anybody looking for light weight dont buy it."
Phone as expected,5.0,Battery life is good and screen quality is best. Overall the product looks great.
Some features detail,3.0,Is camera quality is ok. Fingerprint sensor is not like the much better. But the battery performance is good. Function is very complicated.
