title,rating,body
Kept disconnecting in calls,3.0,"A decent wireless headphones. Doing quality and bass was ok. Obviously in this price range it was good. However it didn’t worked for me as the Bluetooth kept disconnecting in all calls and also the other party voice used to sound robotic, it used to be unrecognisable. Hence I had to return the headphones and now looking for some other headphones."
Just ok product. Otherthan bass quality nothing great about,3.0,"The media could not be loaded.
                




   Bass is extremely good. No doubt. mic clarity is very poor, especially during outside. Mic noise cancelation is not effective. Ear buds are comfort enough and completely conceals the ears so during driving you should use only one side, otherwise you cannot hear the other vehicles horns etc., After usage for some long time of 1hr or so it pains in the ears. Battery back up is 4 to 5hrs hardly. Please be careful that once battery charge comes down to 20%, it switches off...bluetooth connectivity range is very short."
Good on pocket friendly budget.,5.0,"Had purchased 02 Rockerz 255 earlier and gifted it to my colleagues, they were impressed, so during the Amazon Sale purchased another 02 and gifted them to my other colleagues, they too were happy with the products, all 04 of them are very satisfied with my choice and now they approach me for any purchases related to electronics."
Noinsence,1.0,मैंने रॉकर्स255प्रो+आर्डर किया था लेकिन एक पुराना मॉडल बंद पड़ा डिलीवरी हुआ . मैं app के द्वारा return policy में डाला. इसके बाद customers care से बात की . Customer care बाले एक लिंक भेजते हैं  वो लिंक app से related होता हैं और उससे retun policy नही  हो पाता है customers care बाले भी ठीक से guide nahi करते हैं । अब मैं उपभोक्ता फोरम में केस डालने जा रहा हु ताकि मुझे मानसिक और आर्थिक नुकसान की भरपाई हो पाये
"An SUV ran over the earphones, but still working!",5.0,"Let me tell you this, I've used Bose, Beats, Sennheiser, Audio technika, JBL, Skullcandy, boAts and many tens of top and mid level brands. But I'm a fan of boAts for their Price - Satisfaction ratio and used many of their products and never was disappointed.Bought these earphones, I liked the build as soon as I saw them, loved the thumping bass when I tested it with multiple songs, loved the audio clarity too.And then an amazing thing happened.I was wearing them and was riding my motorcycle a bit faster and they blew away. An SUV drove over it. I thought I lost the earphones. But when I put the buds in my ear, songs were still playing as loud, as clear as ever.Button areas were damaged so badly but still, working perfect. I did not find any problem till now. I'm loving it.Perfect value of money.*I wish I could have a replacement*"
Poor connectivity.,2.0,"I am writing this review after replacement headsets. First worked for few days then started playing up. Keeps disconnecting and breaks in between video plaly,  audio play regardless online or offline. Today is the first day of replacement piece and it's ditto same,  every few minutes keeps saying"" You are now connected to boatrockers"" and shows 100% battery available???  Amazing how on earth it can stay 100 % even after few hours usage?  I am returning this back and would take refund and not replacement this time. It is very annoying exeperince."
Need to be more enthusiastic and punctual..,5.0,"1..Product is duplicate..2.. Sound quality is very bad3.. boat rockerz 255 earphone box is different ( box is not original )4.. When we turn on the earphone it says 'POWER ON '. But the original Boat rockerz 255 earphone says "" Welcome to boat rockerz 255 "" Something like that5.. sellers  may try to deceive people but people trust on "" Amazon "" so it's duty of  ""Amazon Service provider "" ( Everyone who works for Amazon ) to make sure that we are providing a good service/product to the Customer..6..I have applied for return request Thrice and still No one has come to pick up the product..( pick up time has been increased three times )7..I am happy to being a Part of Amazon8..Being a part of Amazon, I request everyone (every person working for Amazon) to be more enthusiastic than before  and try to provide best service.Thanking you,Yours Sincerely,Mr. Divyaraj Dipak Gonde"
Buy this without hesitation,4.0,"Really cool earphone... But within a year you'll face issue of one side or sometimes both side... As you got warranty you'll get new one... But replacement process also takes long time...Except this sound quality, bass are really good, noise cancellation is not that good..."
Nice product,5.0,This is nice product. Using this for 2 months now. Best feature of this product is it gets connected with 2 devices at same time. I use this with my laptop n mobile at same time n this device is intelligent enough to start voice of laptop calls or mobile calls based on call which gets first. Overall battery life last for 8 hrs but fast charging helps as it takes 45 mns only. Overall a nice product
Recommend in Bluetooth headphones,5.0,The product is amazing when it comes to sound quality and the material used in the making.It works decently at it's low pricing but the pannel of buttons on the headphones have stopped responding which as caused the Mic to not work as well.But still the songs play well with any issues.....
Spoilt in 3 months. Don't buy,1.0,Went bad in 3 months. Makes transmitter like noise when switched on & doesn't power off.  Keeps making this noise till the battery drains. Very frequently disconnects. Suddenly will power off in the middle of a call.
Very worst quality and I think it is defected copy product.,1.0,Very worst quality and I think it is defected product. The seller cheated me with the dublicate product. Very poor sound quality call experience. I think it was not boat it is copy product.I used the same boat heatset from my frnd it was awsome. I inspired from him and bought this product.. But it was worst in sound quality. I never no where is the problem araised. But I was cheated.... 🥺🥺😭😭😭
Detailed review based on my usage experience,4.0,"1 week and no issue still eligible for replacement. Nice product when I've bought this it came with battery 100% charged. Easily give you upto 5.5 hrs of playback. Bluetooth range is not that good I mean if you always need to go away from your device from where you are playing this earphones then you will find that, range is not that good but if you aren't go away from device like you use it while using laptop or you use it with mobile phone and while listening you keep your phone in pocket or in simple words if you are not going away from it then it is best for you but for people who needs more range then this is not for you. Talking about sound quality nice little bit bass boosted but you will love it. Noise cancellation works fine."
Keeps slipping off,3.0,"No radio access. Just plays audio of any video which is playing. Uncomfortable ear plugs. Keeps slipping. If pushed tightly, head and neck pains. Very good sound quality and noise cancellation when it remains in the ear."
Poor Connection quality,3.0,"Voice breaks in between and sometimes we can't even hear on the call.The cap for charging cable has a sensitive joint which can break after usage for a few weeks.Sound quality, otherwise, is fine."
Horrible product,1.0,Horrible product with mic issues on call. The customer service is even worse. The customet service number is unavailable for last 5 days. There has been no update on the replacement of the headphone. They picked up the product the next day with no replacement or any update on when the product will be replaced. It has been 10 days that I am trying to get in touch with the customer service but the number is either unavailable or the office is closed.The sound quality is ok but the bluetooth connectivity and on-call mic is not working at all.
Excellent product,5.0,"Hey folks , I initially made a choice of buying it in store where the price was ₹2.5k but then thought to try in amazon coz it had 7 days replacementI received the day after I orderThis is amazing perfect bass,sound cancellation, lite ,comfortable 5/5although it's lil expensive than other bluetooths but completely worthBattery backup is superb ,just go for it if u really need the best"
Stopped working after 10 months,1.0,"I am writing this review after 10 months,After 10 months 1 earpiece is now not working,Now I can't do anything,no warranty now...Now I have to buy again another product ..Now about sound quality is good,bass is good but noise cancellation is not enough and battery is worst and unpredictable...Now I recommend dont go for it,"
Headphones are good with best quality,4.0,Headphones are goodBass 4.5Noise cancellation 5.0Durability 4.5Battery life 4.5After use of 2 months I'm writing this reviewLeft side of headphones is not working so I've returned the product to boAt.PS- I've already returned the damage product to Amazon seller so be careful while buying the product
Please don't waste your money buying this product,1.0,So its a complete made in china product. For initial period of 10 -15 days it was working good. After that 1st battery backup started decreasing then after few more days it started behaving strangly getting off automatically. Now the situation is that it gets off as soon as i turn it on .Worst cheap quality product.!!!!!!!!Do not recommend it to anyone!!!!!!!!
if you are confused between new and old version,5.0,"this headphone is really great if you are confused between old and new model then definitely go with this modelthis model have super sound and quality bass and its charge less than 1 hour so its plus point of this headphone . i only hate one thing about this headphone is whe i increases volume till the end headphone says ""maximum volume""so its very disturbing for meotherwise headphone is good its worth product"
Don't Go for it...it's a genuine review,2.0,I don't know if anyone will read this...but if anyone does...please do not buy this earphones now....it is too outdated + the sound quality is not at all good and neither is the bass quality as mentioned in the titleI buyed it on 30th June 2020 and I'm regretting it as it has Bluetooth 4.1 which is like 2 years old...My suggestion - go for its pro version rockerz 255 pro...it's ₹500 expensive but worth it...or if your budget doesn't allow you to go that much then go for jbl infinity glide...it has both good vocals and a descent base...Hope it helps....
AWESOME SOUND...BUT MOST BAKWAS SERVICE OF BOAT... DONT BUY,1.0,"Sound of the headphone is superb, super punchy bass, everything was excellent but after using the product for 5 months one side of the ear is not working. Raise a complain request to Boat and on very next day one pickup executive from Delhivery came and picked up my headphone. From that day I have repeatedly trying to contact with the service centre but nobody attending my call... PURA CHINA KA MAAL HAI BHAI, ""AFTER SALE SERVICE"" KA KOI GUNJAISH HI NAHI.. I strongly won""t recommend Boat so far service is concern. Rest up to you...PEACE"
Good sound quality at a reasonable price,3.0,The sound is average not that good as compared to JBL and some other great brands. The bass is more but treble is less. If u travel on a bike or cycle and wind is blowing at a higher speed then there is lag in Bluetooth connection. Overall good at the price of 999. If you want great quality sound go for JBL or boult or Bose.
Boat rocker rocks....,5.0,Great earphones.. i got it during diwali sale for 1k... And I'm using it since then.. sound and bass is great.. battery life is good too. Play back time is nearly 7hours and charges quite fast too.. looks smart... U can go for it if you want a Bluetooth headphone..
Worst ever... Returned it in a day,1.0,"Worst product probably ever I have purchased on Amazon, ordered it received a faulty device unable to hear the other person's voice lot of disturbance in the clarity of the tone replaced i, to my dis may even the replaced device is a ditto of the one which I returned,made yet another return and my amount is been refunded....Worst ever boAt speakersi have ever turned out to...... still bass is good to hear songs,But at 1k + it's not only fa hearing songs, it should do it's purpose unfortunately it haven't ......A big thumbs down boAt 255"
Superb product,4.0,Writing this review after 2years of rigorous use.It’s such a great product to buy and solves all purposes. Had a speaker issue in between but got the product replaced within 10days.After 2years I’m facing battery issue but that’s worth every penny!
Awesome...go for it..,4.0,"Really good product. Using it from last 15 days and so far nothing to say as disadvantage. Material is good it comes with spare ear buds. Charger cable is very short but manageable. Go for it, you will not regret. Thanks Amazon for timely delivery. I wanted black colour which is still out of stock, but this colour is also good."
Good product,4.0,"I always buy boat as my primary choice but on a specific day due to some extra offer prize I brought Nu Republic Bluetooth headset and then ordered boat for my brother after 2 weeks. But really guys Nu Republic Jaxx 3 provide provides better sound quality than boat.In terms of bass and battery, boat is better as always."
Bad Quality,1.0,"I purchased it, and its not suitable for my ears...I bought it for ₹1199, now they are selling it at ₹999, I want my refund and i applied for return and now they are replacing my product..What is this behaviour amazon, i have been purchasing so mny products... This product is not suitable for me.. I wanna something else....Please refund my money, i dont want a replacement product...."
Great headphones for the prıce,5.0,"Overall a great earphones.Good bass and sound quality, water/ sweat resistant, handy, charge stays for good time, not uneasy on neck.I do run with this one and is great 👍.Only con was the grip on the earbuds fell off after some use."
Awesome,5.0,I am a new customer in Amazon. After using it for 13 days I am giving my review. The rockerz 255 pro is really awesome product as I expect. It is beyond my expectation. But one thing those who like to listen music in base. The headphone is really for those only. Battery quality is quite good. It can give you 1 day battery backup if you are a heavy user. For gamers I think this is really good for those. Overall nice experience.
Great Product for the price,5.0,"It is a great product for the price. Bass effect is good making the music more enjoyable. Voice clarity for phone calls gets a tick. It may not been great if you are using when riding, but manageable at lower speeds. I have used this during my bike rides. The ear buds sit firmly in ear and I haven't faced any issue. There are three sizes in the pack, so you can choose the ideal size.  The voice command works fine as well"
Good budget Bluetooth headphones,4.0,"Sound quality is as you expect from this price, bass is heavy which some might like, build is good and looks durable, there’s no noise cancellation for sure and you can’t expect that at this price. Connects easily to any device and you can connect 2 devices simultaneously"
Good product at this price range,5.0,Review after 10 days use.. the product is great at this cost .The packaging from the seller was not good at all.. it seemed like it was a used product but luckily it was not...Sound Quality is GoodNoise cancellation is above AverageAnd for bass lovers this is your cup of tea ..Amazing.. Bass.Thank You Amazon for serving us in this pandemic Situations too...
Overpriced and not a durable product,1.0,Purchased in April 19 and after after 6 mths product isn't working. Initially the product performance was good like Bluetooth connectivity and  battery life but after 6 mths connection failure is frequent and finally no sound in both the earphones. My view at this point is product is overpriced and not that durable. Let's see what response I will be getting at service center as it's still under warranty.
Pathetic design and performance,1.0,"Cons:~ Quality of plastic is cheap for the price.~ Cable that goes around the neck is very stiff and uncomfortable to wear.~ Ear bud rubber is slippery and even the bud with does not fit properly.~ Multifunction buttons provided in the right side tag is hard to press does not provide proper haptic feedback.~ Length of the cable is longer than the required size and makes sure that the mic stays away from your mouth so that during calls people can hardly hear you.~ -200% noise cancellation, when you are on a call, the receiver can hear the noise of a motorcycle that is 1km away from you. It actually absorbs the noise better than the users voice.~ For multifunction keys dedicated to power on/off, toggle previous/next and to enable Google assistant, the time defined for long press is so long that it's frustrating everytime when you want to turn off your device.Pros:* Good sound quality* Voiceover feedback on key press actions are highly intuitive."
Bass is above average.,4.0,Sound quality is great in this price range. Built in plastuic. Looks a little fragile but does the job in Rs. 999. You need to take a little care of them. Fitting in ear is a little problem in initial days but your ears will adjust with it. Bass is above average which is rare in bluetooth earphones.
"Very Noisy and BASS is not good, it is almost like LOUD SPEAKER",2.0,"My review after using it for a 20 mins. My ears are paining... Its not BASS actually, its like DJ LOUD SPEAKER... As I'm using of Sony Extra-bass wired headset and Apple, this is nothing compared to them. Just for the sake of Wireless headset, you can ahead. I didn't checked call clarity on it."
Rockerz rock but customer support poor,4.0,It's one of the best! I used it around 1.5 years. But recently there is lose contact in wire due to which I don't hear anything from the ear buds. Looks like a easy fix but there are no service centers around. There is just one which is unreachable and also the mail id on boAt website is unreachable. Customer support must be improved but I guess that doesn't bring much revenue for them so that area has been neglected
This is a SUB Woofer.......wow,5.0,"Wow......i say, just BOOM boom....Bass......just awesome......DEEP bast is very very good....I used jbl bt160 which cost 2200rs...But this is worth buying....at Amazon in just 899rs....What a sound yaar...paisa vasul....Battery backup also nice......i recommended for this"
Mic doesn't work,1.0,"the design, look, sound quality, bass are all finebut the biggest drawback is when you are on a call or you are recording your voice.The mic is like a mystery it is able to record even the slightest of noise from the environment but your voice won't be recorded. The other person on the call keeps complaining this that all sorts of voices are audible except for the user.Even I tested it by recording my voice and I was amazed to see that what it recorded was birds chirping and rainfall but not a single word from my mouth.1 star for its hell like irritating mic."
Value for money,4.0,"I just brought it in last week, and to be very frank,it's really Awesome. Beyond my expectations.Sound quality is like having your own personal home theatre,too clear and loud enough, you can listen every single bit of music.And coming to battery backup, they said it's 6hrs but it's more than that, for me it's working near about one and more."
Comfortable ...But Bass not there ...!!,4.0,I have purchased these headphones for my brother and he is currently using it but when I used these earphones I found that the bass is not that much good it is ok ok for listening songs on the go but if you are expecting something very powerful or something appreciable it is not in that League although it is quite comfortable to wear but you have to compromise the quality of song with the comfort..... that's what I feel.... show my birth date is if you want to have a comfort of wearing light earphones or headphones then it is a good bye but if you wish to have something good for listening to I would not suggest it !!
Good for music player not for calling,3.0,Sound quality for songs/movies is really good but when it comes to call then mic doesn't perform well. Along with main voice background noise also get added and caller from another end hear alomost any sound/noise even when it too low in real scenario. Battery performance is good and charging time too is moderate.
Worth for money product,5.0,Easy to carry. Gud material quality. Charge back up comes for a week of 4h/day continuous playing. Its taking shorter time for full charge. Gud quality which using for call. Base quality is not that much gud bt its worth for budget. I ll surely recommend dis product if u use it for light music and call purpose. Worth for money
Missing Magnetic Connect,4.0,"Pro's:Build & Sound qualityCon's:* Missing Magnetic Connect/disconnect* Volume controls should have integrated in band, but given seperately is kinda uncomfortable* Band is very big compared to image* Actual Color differs from image"
One side of the headphones got damaged,1.0,"If you are looking for headphones for short term use, this one looks perfect. But I can assure you that this product won't last more than 6 months. My headphones got it's both sides damaged with in first 4 months of use and I asked for a replacement. Yes, they gave another headphones as replacement and after another 8 months the replaced headphones again got damaged. Since the warranty period is over by  1 month I'm unable to claim the warranty. Think wisely before selecting these sub standard products."
Nice product.. very decent,4.0,The sound quality is really good.. bass is also good.. but the only problem is with the manufacturing.. The earphones are MADE IN CHINA..But other wise really impressed.. good.. must buy.. affordable price.. thanks amazon.. good...
Unreliable battery less than 60%. Switches off anytime.,2.0,Battery performance has nose dived just after a year. It keeps showing 40% battery but switches off. It's become unreliable to use it if battery is less than 60%. Switches off anytime.
A good product overall.,4.0,"Its a great product in the 1000/- segment (bought in offer).Over 10 pieces bought in my circle.Comfortable, durable, long battery, fits.Over all a Good product.32 hrs of battery with single device.With Multiple device around 18 hrsLitte drop in voice Quality while connected via Skype and microsoft teams"
connectivity is poor.value for money,1.0,after 6 months one ear buds damage1.Noise cancellation is good.2.connectivity is poor when i call sometimes its sound is broken.bluetooth 4.2 is outdated its not work in havy wireless noise area i prefer blt 5.0. for room is good3.Price is value for money i got it ₹899 in bbd.4.This price range sound quality is good but not aowsem because i used before boat 220 wired (₹500) its base is better than it.
Very good and satisfied.,5.0,"Using it since 1 year and they are very good for the price Rs.999. No issues so far regarding quality, connectivity and earpieces. Very much satisfactory. Bass is also good, right quantity of what a good music lover would expect."
Worst product ever bought from Boat,1.0,"Within 2 months,1. Sound quality was bad2. No noise cancellation3. stopped at min battery of 30 percent.4. Battery last for only 4 hr after 100 percent.When repaired under warranty, the product now is in more bad state.In all, this product is waste of time and money."
Review after 1 year,4.0,"Reviewing it after more than 1 year :No doubt sound quality at this range is best, but few cons - first noise cancellation is very bad, second battery sucks after 1-2 months of usage, third you cannot use it for more than 2 hours and fourth no matter how much you keep it with care one side no-sound issue will arise within 7-8 months but (don't worry thanks to the replacement policy)Overall ,if you are not going to use earphones to attend calls while travelling, this is the best available wireless earphone at this price range."
No customer support against warranty claim .,4.0,"After 8 months  , one of the earphone stopped working I contacted the manufacturer Boat to repair or replace the the item as it got defect within warranty period . They arranged pickup from courier xpressbees , and and now for the last one month I'm waiting for the item , there is no clue where that has gone ."
Value for money,5.0,"The sound quality, noise cancellation, bass,...etc., everything is fine and fair with the price.If I have to speak about my product, I treated it in such a manner that if it is a living thing it will commit suicide instead of being with me.The item's rigid assembling and toughness of wires impressed me. Six months back I bought this product, even now it's working cool.If you're a rough fella I advise you to go with this.The perfect one with a reasonable price."
Worst customer service ! Hate it!,1.0,Earphones are fine but the customer service of boat company is worse .buy at ur own risk .No help will be provided and for that i hate this product.if i cud i woudnt evn hav given 1 star.
Just Ok,5.0,Very nice product. Sound quality is Excellent. Bass is awesome. Battery backup nice but not long time. CONNECTING Average . Version 5.0♥️ PURCHASE 799 NIR♥️🇮🇳Shailendra Singh Rajawat ♥️Agra 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹♥️🇮🇳♥️🇮🇳♥️🇮🇳♥️🇮🇳♥️🇮🇳♥️🇮🇳♥️🇮🇳♥️🇮🇳♥️🇮🇳♥️🇮🇳♥️🇮🇳♥️🇮🇳♥️🇮🇳
Worst in terms of Sound Quality. For music go with Sony CI200,1.0,"I ordered 2, one was this 255pro and another was of Sony CI200. In terms of sound quality Sony is far better crisp and Clear. BOat 255pro is better in build quality nuts not meant for music listeners. So if your purpose is enjoying music go with any other brand. In other words Boat is a brand hyped by advertising making use of screen celebrities."
Broken earphones delivered twice,1.0,This is pathetic approach by Amazon twice delivered broken Bluetooth earphones. If Amazon want to hire cheap Vendors to delivered roadside items to valued customers then it is difficult to survive in the market. I will make sure I will not ordere anything afterwards from amazon.Always check the dealer Tech fire is not a genuine sellers he sells such kind of damaged articles
Just the perfect earphone you need for everyday !!,4.0,"Actually a product worth buying.. I have mostly been a fan of quality products than brand names.. Boat has come up with a product that does just everything it is supposed to do.. I got it for under 1k on one of the sale days and that's why it's even more of a satisfying buy.. my views on this after using my Boat Rockers for almost over a month extensively..1. Sound is quite good..bass is quite good for regular use (I mostly listen to Psychedelic, Techno and Rock, performs genuinely on all the genres)2. Lightweight - I have slept wearing it twice, never realised..!!3. Good battery life- goes on easily for 6-7 hours with one charge..(mix of usage and standby)4. Love the color- I have a red and black colour one..looks super classy..5.noise cancellation is good. Blocks out pretty much all of the ambient sound even in the middle of noisy surroundings..All in all..I am happy I waited a long time to buy a genuine wireless earphone and Boat Rockers made it worth the wait..Cheers team Boat..!!"
Good product,4.0,Good product but I would have rather gone for an earphone with better battery storage. Gets charged easily. Gets charge dissipiated easily.Otherwise good quality product. Convient use.
Very bad,1.0,Bluetooth connectivity issues always i need boat company is not doing properly QA testing . All boat product is used to damaged very soon and thay dont have service centre as well on Bangalore
Best headset [ BoAt Rockerz 255 ],5.0,"This is a very good headset. I have purchased it 20 days ago. It can be paired with Mobile, Laptop, etc. It is Bluetooth version 4.0. If we charge it for 10 minutes then it will work for 45 minutes which is great for online classes. While listening music, it's great. Sound Quality, Bass Quality, Noice Cancellation are great."
Do not Buy any boat product..!!!,1.0,"I am being very honest here, the product might be very decent but the poor quality and durability. within 6 months of usage it stopped working. Raised complaint for the product replacement and its been 2 months but no response from them. I though i was the only one facing such issue m but when i went to their twitter page i saw people waiting for replacement for more than 3- 4 months.You can go and check on their twitter page and see how bad the after sales service is.I Hope Amazon stop selling their product as they are very bad with their services."
Just good not a great.,2.0,"No doubt , it's long last till 5.5 hours... And charge very fast in an hour . But the thing is it's inbuilt quality is not so much good. Mine right ear peice got stop working in one and half month only. May be due to problem in my earphone set. But the bass is too high and the treble is quite low it can't be used for daily hearing it's a good for calling but the mic is in left string , so it must as much near to Ur mouth other wise other person next to phone can't hear Ur voice. And remember it's a not good daily . I loved its battery and charging and I would  rate 6/10 for music , 8/10 for charging , 9/10 for bass , 10/10 for battery backup , 5/10 for treble , 7/10 for calling , its my review after using it for a quite one and a half month"
Not worth the price,1.0,"Bought this for 1999. I was hoping this would be better than the Chkoko earphones I owned. Build quality is flimsy, but I wasn't expecting any better for the price. The Bluetooth connection was smooth, but the range is that for 10 feet.  Expect that to drop significantly if you walk out of the room or if there is a wall in between. Didn't fit into my ear very well and felt uncomfortable.Was surprised by the distorted sound quality. I am not an audiophile but these earphones don't do justice oo higher volumes and on call mic operations. Would not recommend. Returned."
Buy if battery is priority.,5.0,"Battery - 5+/5Bass - 3/5Noise Canc - 4/5If you are not a music lover, use it for education, movies, calls, meetings with bestest battery backup - then this is for you. Impressed with the battery backup."
Exelent Value for money,4.0,It's a very good product.... Just don't wear it in rain because the earphones miggt be water or sweat resistant but battery and chipset is not that much....besides that its a great earphone..you can recive calls handlessly and play pubg without wires comming outta your phone...plus in the gym you can keep you phone aside during workouts and enjoy music ....and you can change songs...volume ... Redial ...pause/play using the buttons given...overall a handsfree experience with superb sound quality and the eargrippers do their jobs as well...
After 1month one side of headset is not working,1.0,"only using for 1 month one side of headset is not working, again I submitted a request at boat site for replacement and it takes 20-30days its waste of time to buy and return the product."
Battery Indication Is Worst.,3.0,"Writing this review after using 2 weeks.Overall it's an average product, not too good not too bad.Battery backup was also not satisfactory but not too bad at the same time. I have only one issue with the battery indication. It was showing 100% then 80% and then directly down to 20% and off. There's no in between. Boat should take a look for this problem.Sound quality, noise cancelation were above average, Satisfied for this criteria. Bluetooth connectivity is good can be more better.Overall this is a good product."
boAt Rockerz 255 Bluetooth Wireless in Ear Earphones with Mic (Active Black),1.0,boAt Rockerz 255 Bluetooth Wireless in Ear Earphones with Mic (Active Black)  ` is not  switching on . Please replace it with a new piece as it is still under warranty.  I had bought it on 16th July 2021
Worth it! Classic Boat product.,5.0,"It's a classic boat product, good noise cancellation, clear sound quality. I mainly use it to conduct online-offline hybrid classes, and the performance has been exceptional."
Awesome quality product!!,5.0,"Very clear and crisp sound. Bass is amazing.overall a very nice quality earphone at this price range of 899,somehow the earcord are a bit longer which is a little drawbacks, but anyways we can't do anything because it's a company manufacturing style. Thanks amazon and boat."
"Good sound, average battery life.",4.0,"I have used Boult earlier and now this one.Sound quality is definitely better, however the battery life is on lower side.. continuous use of 4-5 hours will drain it, volume levels are lower too.Good for listening music and watching videos, performance is not upto mark for voice/video calls .. lacks the clarity.Nevertheless; for the price, it is its a good buy depending upon your usage patttern."
Awesome product.,5.0,Sound quality is very good with good bass. Its works great when comes to noice cancellation. I've tried it at 70km speed on heavy traffic area works great without any signal drops. Shows battery percentage of bluetooth. V.nice product for this price when compared to Sony products as I almost tried all sony product which doesn't support noice cancellation even after investing 6000 on bluetooth.
Bad experience and zero tolerance,1.0,"After 6 month it is not working. After visiting boat style website and register complain, I received ticket no and pick up number but when trying to track using the link provided no details found. After 1 month I got a person mob no through sms from boat like call him and guide him about your address and handover the item but calling 100 times he didn't received my call at all. No response from boat customer also. Now its been 3 month before complain register, I am writing bad experience which I had with them and swear that no purchase in future from boat. Also informed every freind not to waste money if service is not good."
Nice sound quality and build quality,5.0,Best product I am using from 1 year but it still work excellent. I took in rain but sound is not change. It is work as new up to now. Best build quality. As per my experience with Amazon with this product so I suggest you can buy this. When I use this product other out side Noice not disturbing me I feel music world. This is realy saving of money
Not that great,2.0,"I have used Boat before these however have not been that great , battery life is very short .The sound feels okay (i think). Given the price you can go for other earphones . But honestly the battery is something that is a major factor in not liking them as much I did the other Boat earphones . It is sometimes even difficult to connect them to 2 devices at the same time.In a nut shell , go buy other earphones."
Awesome sound quality at this price segment,5.0,"Sound quality is awesome in the price segment, you can call boat brand as budget friendly JBL/Sony. Noise cancellation is not so great but works well for the price tag, bass is the best part of the earphone, go for it"
A sturdy Bluetooth Neckband  in an affordable price range.,5.0,"I use this Bluetooth Neckband to connect to my Laptop, IPad, Mobile phone.  It works equally well with all of these.Battery life of the product is decent.Bought this in a lightning deal on Amazon.  Its worth the price."
Defective product not connecting,1.0,"Today 27 July 2021 I bought this Boat rockerz bluetooth headset which is defective. I tried everything on Google to connect it, reset my phone too but this piece is defective & it's not connecting to my phone.I ordered a replacement since it's non returnable. I'll post updated review of next headset they will give me."
More over average,4.0,"Good product using approx from 20 days.Battery is super.Looks good.Magnets is also good.But, mic is not at the mark.Noise cancellation is not good.The one we are talking with will always complaint about the environmental noise."
Very worse customer service and cannot claim my warranty.,1.0,The customer care is worse they ask you to generate ticket and their customer care number is always busy.The product stopped working after 6 months in around May it's August now I am tired yet my product is not yet repaired.This is disgusting good luck with your useless customer services.
Best product i have ever seen....,5.0,I think this is the best product i am buying on Amazon.in really its battery backup  its about 2 day of continuing use still 60% battery i have.. only one mistake i noticed that only earbuds i think more efforts can be done on earbuds soo ear gets more comfort other than these i think the value of money of this product is great i am totally satisfied with these product.. And also i noticed that Amazon is trusted site for buying products than other sites thank you Amazon for such deal like these product...lastly ratingsBattery backup - 10/10Sound clearty -10/10Noice cancellation - 10/10Volume- 10/09Earbuds - 10/07Other than these i think all off these 10/10 its great product by boat thank you...
Good product at this price but interference with wifi,3.0,"The product is good.Only issue, it has interference while attending calls , the mobile wifi access fails to work.Same issue while attending audio conference from laptop."
Don’t waste ur money on this product,1.0,"I have just bought this Headphones 1 month back for my brother online class , it’s totally waste , I thought it’s affordable and good , one side of headphone is not working and the button removes itself and makes us uncomfortable, plz don’t buy this product by brother is suffering a lot now as becoz of this Headphones. If u want a good quality headphones don’t buy this as it’s affordable , if u want to invest on some good headphones this is not the correct product and u can put some extra money and buy a Nice wireless headphones"
Doesn’t get connect in both devices automatically,4.0,"I have paired it with my laptop and mobile. But when I carry the set out of Bluetooth coverage of laptop or mobile and again come back in Bluetooth coverage area, it doesn’t get connected automatically."
Don't fall for the false advertising,1.0,Bass - doesn't existNoise cancellation - just makes your voice louderFalse advertising - the website and Amazon page says it supports Apt X but it does not. It only has the option for SBC and AAC.Try searching on the internet about this specific model if you don't believe me. I only found out after receiving the package so now I can't even return it as the seller only offers replacement and no returns.
bass is very good,4.0,"i like the music quality but built quality is not good i will say built quality is average.I don't know why Black boat 255 pro plus is costly than all other varients,I will love to know.but talking about all it is a good earphone but it can be better by reducing providing a better built quality.#Boat #BoatRockerz #boatindia #Amazonindia"
Ok ok .... compared to others and cost it's ok to buy,3.0,Wire length is large need to reduce it . And u can't find case to keep it.so Don't forgot to keep box with you.you are able to.listen very small sound.also louder in call l. Some times.while listening songs by keeping phone in pocket and moving sound getting distrurbed. My first one is not able to connect two devices at a time. After exchange I got right one .but still needs some improvements
Nice earphones,5.0,"PROSmaterial quality is GOOD.sound quality is great.Durable Enough.earpieces are good. Earpieces Fit properly in ears.The microphone works fine.Bluetooth connectivity is Good. Connects with both PC and MOBILE very easily.Voice Acknowledgements are great in this Earphone. ( for  switch ON,  Switch OFF  &  Connectivity)There is a small light Indicator on the Earphone that works fine.We can charge the Earphone through adaptor or USB.CONSAs it is a Bluetooth Earphone, therefore, it works great within a certain range. Try not to go too far from your Device(Mobile  or PC )While Commuting If the volume is too high, The earphone cancels all the noise around us. This can be dangerous.Overall this product is great  . Whether you are using it for Voice or Video calls or listening to music (soft or high bass) or listening to any video lecture."
Value for money,4.0,The product is quite decent for the price and is very convenient to use. It's Bluetoothconnectivity is limited to a few meters after which it gets automatically disconnected. It lasts for about 5 to 6 hours  but u need to turn off the headphone manually and it is not automatically turned off like the MI headphone when u stick the magnetic headphone together.
